"model_name","model","p","d","q","P","D","Q","period","parameter_count","AIC","LjungBox_p","RMSE","MAE","has_warning","warning_text"
"tlb_s74_SARIMA_1_1_0_0_1_2_12","SARIMA(1,1,0)(0,1,2)[12]",1,1,0,0,1,2,12,3,749.998769133679,0.104306067466382,3709.61209832029,3378.55951068499,FALSE,""
"tlb_s127_SARIMA_1_1_3_1_0_1_12","SARIMA(1,1,3)(1,0,1)[12]",1,1,3,1,0,1,12,6,971.556832192627,0.185190364468007,3710.40061228035,2676.07499537111,FALSE,""
"tlb_s414_SARIMA_3_2_1_0_0_0_12","SARIMA(3,2,1)(0,0,0)[12]",3,2,1,0,0,0,12,4,966.059842869553,0.0195042214080703,3726.08512687263,2751.62833816298,FALSE,""
"tlb_s203_SARIMA_3_1_1_0_1_2_12","SARIMA(3,1,1)(0,1,2)[12]",3,1,1,0,1,2,12,6,750.532667425942,0.324561174724526,3734.4986303837,3382.88014215317,FALSE,""
"tlb_s97_SARIMA_1_1_1_1_1_2_12","SARIMA(1,1,1)(1,1,2)[12]",1,1,1,1,1,2,12,5,753.427816785323,0.100253022120819,3764.12218760462,3325.81229669173,FALSE,""
"tlb_s85_SARIMA_1_1_0_2_1_1_12","SARIMA(1,1,0)(2,1,1)[12]",1,1,0,2,1,1,12,4,754.235289681445,0.10250974768071,3766.84405937331,2486.5107763451,FALSE,""
"tlb_s337_SARIMA_1_2_3_0_0_1_12","SARIMA(1,2,3)(0,0,1)[12]",1,2,3,0,0,1,12,5,962.079904621043,0.0186115444908322,3767.29746448091,2633.69659919655,FALSE,""
"tlb_s253_SARIMA_0_2_2_0_0_1_12","SARIMA(0,2,2)(0,0,1)[12]",0,2,2,0,0,1,12,3,958.079976457927,0.0392441511202187,3770.68284163825,2634.95616638473,FALSE,""
"tlb_s383_SARIMA_2_2_2_0_0_1_12","SARIMA(2,2,2)(0,0,1)[12]",2,2,2,0,0,1,12,5,961.903687493491,0.0213517494006618,3776.70208230738,2644.24460830889,FALSE,""
"tlb_s143_SARIMA_2_1_0_1_1_2_12","SARIMA(2,1,0)(1,1,2)[12]",2,1,0,1,1,2,12,5,753.44143056652,0.101927324639589,3779.43051014994,3348.79717766316,FALSE,""
"tlb_s115_SARIMA_1_1_2_1_1_2_12","SARIMA(1,1,2)(1,1,2)[12]",1,1,2,1,1,2,12,6,755.370363891853,0.105427388135877,3781.84881783993,3317.24546836281,FALSE,""
"tlb_s28_SARIMA_0_1_1_1_1_2_12","SARIMA(0,1,1)(1,1,2)[12]",0,1,1,1,1,2,12,4,751.731724248731,0.0867242148046614,3787.95782464821,3411.28995098919,FALSE,""
"tlb_s169_SARIMA_2_1_2_0_1_2_12","SARIMA(2,1,2)(0,1,2)[12]",2,1,2,0,1,2,12,6,752.666963157788,0.11800717448127,3790.01025262132,3452.5201051751,FALSE,""
"tlb_s46_SARIMA_0_1_2_1_1_2_12","SARIMA(0,1,2)(1,1,2)[12]",0,1,2,1,1,2,12,5,753.710380301591,0.0774345022523618,3792.38231093753,3402.56270166797,FALSE,""
"tlb_s80_SARIMA_1_1_0_1_1_2_12","SARIMA(1,1,0)(1,1,2)[12]",1,1,0,1,1,2,12,4,751.540919258575,0.107089780353835,3805.71093739281,3407.77090906706,FALSE,""
"tlb_s402_SARIMA_3_2_0_0_1_1_12","SARIMA(3,2,0)(0,1,1)[12]",3,2,0,0,1,1,12,4,747.903393411675,0.091880319230499,3807.67446400941,3445.17290617331,FALSE,""
"tlb_s65_SARIMA_0_1_3_2_0_0_12","SARIMA(0,1,3)(2,0,0)[12]",0,1,3,2,0,0,12,5,970.094117735379,0.243406667633497,3818.28443133387,2721.54897364291,FALSE,""
"tlb_s371_SARIMA_2_2_1_0_1_2_12","SARIMA(2,2,1)(0,1,2)[12]",2,2,1,0,1,2,12,5,744.68676812314,0.243929622138981,3824.48702511542,3212.90950026979,FALSE,""
"tlb_s60_SARIMA_0_1_3_1_0_1_12","SARIMA(0,1,3)(1,0,1)[12]",0,1,3,1,0,1,12,5,970.075997872787,0.239695251177853,3834.07957224044,2722.78279260835,FALSE,""
"tlb_s419_SARIMA_3_2_1_0_1_2_12","SARIMA(3,2,1)(0,1,2)[12]",3,2,1,0,1,2,12,6,746.672134601414,0.178408131649674,3865.340339978,3172.4483088442,FALSE,""
"tlb_s305_SARIMA_1_2_1_0_0_1_12","SARIMA(1,2,1)(0,0,1)[12]",1,2,1,0,0,1,12,3,958.010205307065,0.0401046295154394,3882.96579469999,2684.86394756306,FALSE,""
"tlb_s425_SARIMA_3_2_2_0_0_0_12","SARIMA(3,2,2)(0,0,0)[12]",3,2,2,0,0,0,12,5,967.903594996352,0.0122976877977498,3889.46415481629,2874.65030842933,FALSE,""
"tlb_s387_SARIMA_2_2_2_0_1_2_12","SARIMA(2,2,2)(0,1,2)[12]",2,2,2,0,1,2,12,6,746.666214545061,0.171743698858494,3890.89363201931,3175.51138444892,FALSE,""
"tlb_s159_SARIMA_2_1_1_1_1_2_12","SARIMA(2,1,1)(1,1,2)[12]",2,1,1,1,1,2,12,6,752.773828976561,0.10804094297763,3892.93251502828,3523.97762575306,FALSE,""
"tlb_s395_SARIMA_2_2_3_0_1_1_12","SARIMA(2,2,3)(0,1,1)[12]",2,2,3,0,1,1,12,6,743.02421002703,0.408918884711967,3918.14218677771,3109.14895906591,FALSE,""
"tlb_s271_SARIMA_0_2_3_0_0_1_12","SARIMA(0,2,3)(0,0,1)[12]",0,2,3,0,0,1,12,4,959.993286813375,0.023493637437451,3953.78152489513,2704.43753393951,FALSE,""
"tlb_s179_SARIMA_2_1_3_0_1_1_12","SARIMA(2,1,3)(0,1,1)[12]",2,1,3,0,1,1,12,6,749.17214280564,0.435962394057651,3975.56174614507,3589.3039720216,FALSE,""
"tlb_s408_SARIMA_3_2_0_1_1_1_12","SARIMA(3,2,0)(1,1,1)[12]",3,2,0,1,1,1,12,5,748.734650279022,0.0493150921555261,3990.75540241528,3147.50456851234,FALSE,""
"tlb_s428_SARIMA_3_2_2_0_1_1_12","SARIMA(3,2,2)(0,1,1)[12]",3,2,2,0,1,1,12,6,743.210131039011,0.550465054306232,4002.29908818647,3493.50232715613,FALSE,""
"tlb_s324_SARIMA_1_2_2_0_1_1_12","SARIMA(1,2,2)(0,1,1)[12]",1,2,2,0,1,1,12,4,741.109625590335,0.295642316236171,4064.61680036316,3177.32777888735,FALSE,""
"tlb_s23_SARIMA_0_1_1_1_0_0_12","SARIMA(0,1,1)(1,0,0)[12]",0,1,1,1,0,0,12,2,967.635907284487,0.130947373960563,4085.05919000044,2946.55491410784,FALSE,""
"tlb_s386_SARIMA_2_2_2_0_1_1_12","SARIMA(2,2,2)(0,1,1)[12]",2,2,2,0,1,1,12,5,743.11196413127,0.245011076495773,4087.15400185551,3196.91641902018,FALSE,""
"tlb_s340_SARIMA_1_2_3_0_1_1_12","SARIMA(1,2,3)(0,1,1)[12]",1,2,3,0,1,1,12,5,743.102492553677,0.245839160153672,4090.8234421273,3197.68064923788,FALSE,""
"tlb_s75_SARIMA_1_1_0_1_0_0_12","SARIMA(1,1,0)(1,0,0)[12]",1,1,0,1,0,0,12,2,967.432604284877,0.14787526761677,4106.23184029031,2956.89432333079,FALSE,""
"tlb_s41_SARIMA_0_1_2_1_0_0_12","SARIMA(0,1,2)(1,0,0)[12]",0,1,2,1,0,0,12,3,969.446275668384,0.0954783294943717,4148.92684686322,2981.4344437119,FALSE,""
"tlb_s423_SARIMA_3_2_1_1_1_1_12","SARIMA(3,2,1)(1,1,1)[12]",3,2,1,1,1,1,12,6,747.106085462073,0.232354439620728,4149.91304719055,3692.36454600519,FALSE,""
"tlb_s44_SARIMA_0_1_2_1_1_0_12","SARIMA(0,1,2)(1,1,0)[12]",0,1,2,1,1,0,12,3,755.358878857434,0.090505131215601,4156.6387697279,3710.43449586487,FALSE,""
"tlb_s68_SARIMA_0_1_3_2_1_1_12","SARIMA(0,1,3)(2,1,1)[12]",0,1,3,2,1,1,12,6,750.318322683122,0.44934684865074,4159.66911446562,3611.84033476418,FALSE,""
"tlb_s5_SARIMA_0_1_0_1_0_0_12","SARIMA(0,1,0)(1,0,0)[12]",0,1,0,1,0,0,12,1,966.970843455752,0.0581919600225862,4162.48039893693,2975.20025573995,FALSE,""
"tlb_s170_SARIMA_2_1_2_1_0_0_12","SARIMA(2,1,2)(1,0,0)[12]",2,1,2,1,0,0,12,5,972.799531815675,0.0671946407041421,4185.22394025976,3012.16900533282,FALSE,""
"tlb_s138_SARIMA_2_1_0_1_0_0_12","SARIMA(2,1,0)(1,0,0)[12]",2,1,0,1,0,0,12,3,969.179573986613,0.108762557501412,4201.66341067693,3015.74198827778,FALSE,""
"tlb_s330_SARIMA_1_2_2_1_1_1_12","SARIMA(1,2,2)(1,1,1)[12]",1,2,2,1,1,1,12,5,742.820207318501,0.25564935619996,4206.7463481329,3329.78300048331,FALSE,""
"tlb_s345_SARIMA_1_2_3_1_1_1_12","SARIMA(1,2,3)(1,1,1)[12]",1,2,3,1,1,1,12,6,744.805959361931,0.198643483312298,4208.59509317119,3337.86555689099,FALSE,""
"tlb_s367_SARIMA_2_2_1_0_0_1_12","SARIMA(2,2,1)(0,0,1)[12]",2,2,1,0,0,1,12,4,959.847457445428,0.0241535249109195,4212.85894896993,2908.91817601504,FALSE,""
"tlb_s92_SARIMA_1_1_1_1_0_0_12","SARIMA(1,1,1)(1,0,0)[12]",1,1,1,1,0,0,12,3,969.158879354506,0.10570078321274,4230.99649929873,3034.79317647419,FALSE,""
"tlb_s154_SARIMA_2_1_1_1_0_0_12","SARIMA(2,1,1)(1,0,0)[12]",2,1,1,1,0,0,12,4,971.118939346482,0.0769428182564748,4244.45653247652,3042.20799530364,FALSE,""
"tlb_s126_SARIMA_1_1_3_1_0_0_12","SARIMA(1,1,3)(1,0,0)[12]",1,1,3,1,0,0,12,5,969.990138045911,0.170116320658594,4255.54996626171,3049.78959920179,FALSE,""
"tlb_s304_SARIMA_1_2_1_0_0_0_12","SARIMA(1,2,1)(0,0,0)[12]",1,2,1,0,0,0,12,2,963.071136454063,0.01188541414158,4258.71644395668,3192.51008140293,FALSE,""
"tlb_s376_SARIMA_2_2_1_1_1_1_12","SARIMA(2,2,1)(1,1,1)[12]",2,2,1,1,1,1,12,5,745.123677995719,0.305529196450225,4272.67408146711,3785.26602886171,FALSE,""
"tlb_s26_SARIMA_0_1_1_1_1_0_12","SARIMA(0,1,1)(1,1,0)[12]",0,1,1,1,1,0,12,2,753.424942125306,0.11851068925521,4275.60415720399,3798.90538410829,FALSE,""
"tlb_s110_SARIMA_1_1_2_1_0_0_12","SARIMA(1,1,2)(1,0,0)[12]",1,1,2,1,0,0,12,4,970.998200829633,0.0777791013708727,4277.11126542465,3068.24901301115,FALSE,""
"tlb_s392_SARIMA_2_2_3_0_0_0_12","SARIMA(2,2,3)(0,0,0)[12]",2,2,3,0,0,0,12,5,961.725532447975,0.0212864153811315,4284.83199488687,3186.76738779438,FALSE,""
"tlb_s129_SARIMA_1_1_3_1_1_1_12","SARIMA(1,1,3)(1,1,1)[12]",1,1,3,1,1,1,12,6,749.187673203578,0.64729201491705,4296.45062899953,3841.22882516273,FALSE,""
"tlb_s125_SARIMA_1_1_3_0_1_2_12","SARIMA(1,1,3)(0,1,2)[12]",1,1,3,0,1,2,12,6,748.781453124815,0.623488753970041,4301.04443834248,3877.56425976025,FALSE,""
"tlb_s397_SARIMA_2_2_3_1_1_0_12","SARIMA(2,2,3)(1,1,0)[12]",2,2,3,1,1,0,12,6,748.023722614278,0.223125615212678,4315.99300596745,3892.24280961739,FALSE,""
"tlb_s204_SARIMA_3_1_1_1_0_0_12","SARIMA(3,1,1)(1,0,0)[12]",3,1,1,1,0,0,12,5,971.480184900102,0.0436394606728194,4330.59021033028,3117.66833690192,FALSE,""
"tlb_s341_SARIMA_1_2_3_0_1_2_12","SARIMA(1,2,3)(0,1,2)[12]",1,2,3,0,1,2,12,6,744.711323717268,0.197818441927894,4354.41670024294,3465.01228376505,FALSE,""
"tlb_s358_SARIMA_2_2_0_1_1_1_12","SARIMA(2,2,0)(1,1,1)[12]",2,2,0,1,1,1,12,4,747.271398714529,0.0534355440332867,4356.03128937284,3323.42652522519,FALSE,""
"tlb_s59_SARIMA_0_1_3_1_0_0_12","SARIMA(0,1,3)(1,0,0)[12]",0,1,3,1,0,0,12,4,968.375836553971,0.250033169949025,4360.93593029647,3123.10121146221,FALSE,""
"tlb_s325_SARIMA_1_2_2_0_1_2_12","SARIMA(1,2,2)(0,1,2)[12]",1,2,2,0,1,2,12,5,742.727215611613,0.252799225547552,4366.41892254146,3468.63425636685,FALSE,""
"tlb_s252_SARIMA_0_2_2_0_0_0_12","SARIMA(0,2,2)(0,0,0)[12]",0,2,2,0,0,0,12,2,963.025000068521,0.0136181501180553,4392.80774172181,3302.92378979526,FALSE,""
"tlb_s191_SARIMA_3_1_0_1_1_0_12","SARIMA(3,1,0)(1,1,0)[12]",3,1,0,1,1,0,12,4,756.677099457239,0.103105928360587,4410.08872529878,3894.17304402659,FALSE,""
"tlb_s188_SARIMA_3_1_0_1_0_0_12","SARIMA(3,1,0)(1,0,0)[12]",3,1,0,1,0,0,12,4,970.708136626672,0.0563933237397092,4412.69042463094,3192.9472006031,FALSE,""
"tlb_s64_SARIMA_0_1_3_1_1_2_12","SARIMA(0,1,3)(1,1,2)[12]",0,1,3,1,1,2,12,6,750.550299130714,0.579742565669006,4415.82247413703,3914.85591830458,FALSE,""
"tlb_s58_SARIMA_0_1_3_0_1_2_12","SARIMA(0,1,3)(0,1,2)[12]",0,1,3,0,1,2,12,5,748.5527643859,0.661022846832076,4419.37869813274,3928.60155758926,FALSE,""
"tlb_s262_SARIMA_0_2_2_1_1_1_12","SARIMA(0,2,2)(1,1,1)[12]",0,2,2,1,1,1,12,4,743.706540364953,0.132097976445926,4429.74229700176,3424.01553189123,FALSE,""
"tlb_s172_SARIMA_2_1_2_1_1_0_12","SARIMA(2,1,2)(1,1,0)[12]",2,1,2,1,1,0,12,5,754.950344525565,0.202844886413825,4439.23419782627,3927.34513406704,FALSE,""
"tlb_s314_SARIMA_1_2_1_1_1_1_12","SARIMA(1,2,1)(1,1,1)[12]",1,2,1,1,1,1,12,4,743.632665313683,0.146675615629745,4442.79222283817,3451.21970384,FALSE,""
"tlb_s214_SARIMA_3_1_2_1_0_0_12","SARIMA(3,1,2)(1,0,0)[12]",3,1,2,1,0,0,12,6,969.467111945997,0.166631059967521,4452.09298948511,3222.61888017622,FALSE,""
"tlb_s78_SARIMA_1_1_0_1_1_0_12","SARIMA(1,1,0)(1,1,0)[12]",1,1,0,1,1,0,12,2,753.28703894052,0.127649662224535,4461.24222197361,3933.57330140866,FALSE,""
"tlb_s274_SARIMA_0_2_3_0_1_1_12","SARIMA(0,2,3)(0,1,1)[12]",0,2,3,0,1,1,12,4,743.836045947173,0.106957841963284,4486.53750583758,3377.19444674603,FALSE,""
"tlb_s280_SARIMA_0_2_3_1_1_1_12","SARIMA(0,2,3)(1,1,1)[12]",0,2,3,1,1,1,12,5,745.680049247769,0.0893919102213431,4490.97519786141,3456.53524498036,FALSE,""
"tlb_s390_SARIMA_2_2_2_1_1_0_12","SARIMA(2,2,2)(1,1,0)[12]",2,2,2,1,1,0,12,5,746.695689787471,0.296305808525958,4496.15100863801,3952.71530943042,FALSE,""
"tlb_s331_SARIMA_1_2_2_1_1_2_12","SARIMA(1,2,2)(1,1,2)[12]",1,2,2,1,1,2,12,6,744.500611148176,0.201078656204048,4498.90881699796,3556.9191171695,FALSE,""
"tlb_s63_SARIMA_0_1_3_1_1_1_12","SARIMA(0,1,3)(1,1,1)[12]",0,1,3,1,1,1,12,5,748.954836714667,0.711546167655028,4509.60378986058,4008.82192846548,FALSE,""
"tlb_s256_SARIMA_0_2_2_0_1_1_12","SARIMA(0,2,2)(0,1,1)[12]",0,2,2,0,1,1,12,3,741.861086890956,0.165842244737695,4516.90038527472,3398.52878363781,FALSE,""
"tlb_s95_SARIMA_1_1_1_1_1_0_12","SARIMA(1,1,1)(1,1,0)[12]",1,1,1,1,1,0,12,3,755.167405272427,0.113934506125167,4547.97521574722,3997.61658359741,FALSE,""
"tlb_s275_SARIMA_0_2_3_0_1_2_12","SARIMA(0,2,3)(0,1,2)[12]",0,2,3,0,1,2,12,5,745.604849557037,0.0883119947898012,4548.58855207357,3529.83035377202,FALSE,""
"tlb_s141_SARIMA_2_1_0_1_1_0_12","SARIMA(2,1,0)(1,1,0)[12]",2,1,0,1,1,0,12,3,755.19863008348,0.111441626992489,4555.2217376224,4001.45607222949,FALSE,""
"tlb_s157_SARIMA_2_1_1_1_1_0_12","SARIMA(2,1,1)(1,1,0)[12]",2,1,1,1,1,0,12,4,757.16437312328,0.0868179535731599,4556.70418456838,4005.3630426847,FALSE,""
"tlb_s393_SARIMA_2_2_3_0_0_1_12","SARIMA(2,2,3)(0,0,1)[12]",2,2,3,0,0,1,12,6,963.551109795456,0.0101431642549852,4562.89251104102,3229.78859614384,FALSE,""
"tlb_s320_SARIMA_1_2_2_0_0_0_12","SARIMA(1,2,2)(0,0,0)[12]",1,2,2,0,0,0,12,3,964.988673975583,0.00999515384838301,4571.67072197313,3448.79362423022,FALSE,""
"tlb_s308_SARIMA_1_2_1_0_1_1_12","SARIMA(1,2,1)(0,1,1)[12]",1,2,1,0,1,1,12,3,741.8493999896,0.182598044142085,4589.10184952206,3445.0734845616,FALSE,""
"tlb_s263_SARIMA_0_2_2_1_1_2_12","SARIMA(0,2,2)(1,1,2)[12]",0,2,2,1,1,2,12,5,745.481009203414,0.102809893099275,4619.92546032515,3565.07238752414,FALSE,""
"tlb_s257_SARIMA_0_2_2_0_1_2_12","SARIMA(0,2,2)(0,1,2)[12]",0,2,2,0,1,2,12,4,743.566120997506,0.132826557929316,4625.13220944825,3593.41456958246,FALSE,""
"tlb_s344_SARIMA_1_2_3_1_1_0_12","SARIMA(1,2,3)(1,1,0)[12]",1,2,3,1,1,0,12,5,746.796654218581,0.305926509288323,4626.79985490878,4135.80601585018,FALSE,""
"tlb_s309_SARIMA_1_2_1_0_1_2_12","SARIMA(1,2,1)(0,1,2)[12]",1,2,1,0,1,2,12,4,743.453553878182,0.144702419318156,4638.5289037081,3627.21940210982,FALSE,""
"tlb_s238_SARIMA_0_2_1_0_1_1_12","SARIMA(0,2,1)(0,1,1)[12]",0,2,1,0,1,1,12,2,740.752935365146,0.293744459965531,4639.04260096956,3429.82888756966,FALSE,""
"tlb_s244_SARIMA_0_2_1_1_1_1_12","SARIMA(0,2,1)(1,1,1)[12]",0,2,1,1,1,1,12,3,742.751101122845,0.238817553432824,4641.38781332059,3432.00413779324,FALSE,""
"tlb_s239_SARIMA_0_2_1_0_1_2_12","SARIMA(0,2,1)(0,1,2)[12]",0,2,1,0,1,2,12,3,742.749766771393,0.238622357063089,4643.52820935936,3433.96742492494,FALSE,""
"tlb_s279_SARIMA_0_2_3_1_1_0_12","SARIMA(0,2,3)(1,1,0)[12]",0,2,3,1,1,0,12,4,748.500300201047,0.114880096833149,4666.55577376245,4208.53329716856,FALSE,""
"tlb_s336_SARIMA_1_2_3_0_0_0_12","SARIMA(1,2,3)(0,0,0)[12]",1,2,3,0,0,0,12,4,966.525369658906,0.0118104344488837,4675.18705604368,3530.51095479392,FALSE,""
"tlb_s329_SARIMA_1_2_2_1_1_0_12","SARIMA(1,2,2)(1,1,0)[12]",1,2,2,1,1,0,12,4,744.874229858022,0.368376462148154,4682.04804584751,4223.31135954818,FALSE,""
"tlb_s382_SARIMA_2_2_2_0_0_0_12","SARIMA(2,2,2)(0,0,0)[12]",2,2,2,0,0,0,12,4,966.301126316136,0.0160068083092936,4685.1868289485,3534.86578683726,FALSE,""
"tlb_s180_SARIMA_2_1_3_1_0_0_12","SARIMA(2,1,3)(1,0,0)[12]",2,1,3,1,0,0,12,6,969.685159890314,0.247905562503126,4717.82910284984,3389.23299841061,FALSE,""
"tlb_s57_SARIMA_0_1_3_0_1_1_12","SARIMA(0,1,3)(0,1,1)[12]",0,1,3,0,1,1,12,4,748.434708135074,0.817684029863045,4723.0569441621,4199.91123896858,FALSE,""
"tlb_s113_SARIMA_1_1_2_1_1_0_12","SARIMA(1,1,2)(1,1,0)[12]",1,1,2,1,1,0,12,4,757.116562819103,0.120905830319722,4731.79094905049,4156.59200544369,FALSE,""
"tlb_s206_SARIMA_3_1_1_1_1_0_12","SARIMA(3,1,1)(1,1,0)[12]",3,1,1,1,1,0,12,5,752.489949530817,0.351638295868812,4742.40132150053,4173.35106275351,FALSE,""
"tlb_s281_SARIMA_0_2_3_1_1_2_12","SARIMA(0,2,3)(1,1,2)[12]",0,2,3,1,1,2,12,6,747.347288875726,0.0666718352477977,4757.19618141132,3669.54110805887,FALSE,""
"tlb_s313_SARIMA_1_2_1_1_1_0_12","SARIMA(1,2,1)(1,1,0)[12]",1,2,1,1,1,0,12,3,746.508580514772,0.135321363690365,4766.91612289939,4212.14043030934,FALSE,""
"tlb_s415_SARIMA_3_2_1_0_0_1_12","SARIMA(3,2,1)(0,0,1)[12]",3,2,1,0,0,1,12,5,961.185438699502,0.0113182537133188,4779.08788054005,3439.58727402676,FALSE,""
"tlb_s270_SARIMA_0_2_3_0_0_0_12","SARIMA(0,2,3)(0,0,0)[12]",0,2,3,0,0,0,12,3,964.880221205013,0.01265425745937,4780.77312422201,3620.64749597217,FALSE,""
"tlb_s430_SARIMA_3_2_2_1_1_0_12","SARIMA(3,2,2)(1,1,0)[12]",3,2,2,1,1,0,12,6,745.324425316619,0.360482789880905,4798.34949698028,4220.7547952183,FALSE,""
"tlb_s366_SARIMA_2_2_1_0_0_0_12","SARIMA(2,2,1)(0,0,0)[12]",2,2,1,0,0,0,12,3,964.781170730061,0.0161158417587919,4802.7183884472,3641.56481191795,FALSE,""
"tlb_s315_SARIMA_1_2_1_1_1_2_12","SARIMA(1,2,1)(1,1,2)[12]",1,2,1,1,1,2,12,5,745.44400182277,0.114426919727114,4834.07212824861,3735.87112235947,FALSE,""
"tlb_s426_SARIMA_3_2_2_0_0_1_12","SARIMA(3,2,2)(0,0,1)[12]",3,2,2,0,0,1,12,6,962.550173666367,0.00909583048519214,4837.10139652978,3460.67985055114,FALSE,""
"tlb_s67_SARIMA_0_1_3_2_1_0_12","SARIMA(0,1,3)(2,1,0)[12]",0,1,3,2,1,0,12,5,749.344883799374,0.760515206182594,4844.12954841757,4205.78602576984,FALSE,""
"tlb_s209_SARIMA_3_1_1_2_1_0_12","SARIMA(3,1,1)(2,1,0)[12]",3,1,1,2,1,0,12,6,751.030648638963,0.476551748975801,4868.83189342183,3406.32844804273,FALSE,""
"tlb_s289_SARIMA_1_2_0_0_1_0_12","SARIMA(1,2,0)(0,1,0)[12]",1,2,0,0,1,0,12,1,752.224072476324,0.00220016017730584,4869.85139227211,4340.36348375054,FALSE,""
"tlb_s131_SARIMA_1_1_3_2_1_0_12","SARIMA(1,1,3)(2,1,0)[12]",1,1,3,2,1,0,12,6,749.623588939431,0.72075887049488,4888.51846438223,4020.47521780649,FALSE,""
"tlb_s243_SARIMA_0_2_1_1_1_0_12","SARIMA(0,2,1)(1,1,0)[12]",0,2,1,1,1,0,12,2,746.45179442268,0.169347144623094,4903.15999308036,4478.8198966341,FALSE,""
"tlb_s401_SARIMA_3_2_0_0_1_0_12","SARIMA(3,2,0)(0,1,0)[12]",3,2,0,0,1,0,12,3,750.790101683111,0.000814300008941005,4912.28213633978,4079.38199858388,FALSE,""
"tlb_s261_SARIMA_0_2_2_1_1_0_12","SARIMA(0,2,2)(1,1,0)[12]",0,2,2,1,1,0,12,3,746.629587896647,0.13426700671009,4922.31083847787,4454.65111723835,FALSE,""
"tlb_s215_SARIMA_3_1_2_1_1_0_12","SARIMA(3,1,2)(1,1,0)[12]",3,1,2,1,1,0,12,6,753.838333547015,0.424766301725803,4936.05957722577,4329.13278677912,FALSE,""
"tlb_s185_SARIMA_3_1_0_0_1_0_12","SARIMA(3,1,0)(0,1,0)[12]",3,1,0,0,1,0,12,3,758.512688638002,0.00652244945795533,4964.32118311484,4461.5347973985,FALSE,""
"tlb_s175_SARIMA_2_1_2_2_1_0_12","SARIMA(2,1,2)(2,1,0)[12]",2,1,2,2,1,0,12,6,752.882189329323,0.245362362082559,4981.67451525979,3527.0727060709,FALSE,""
"tlb_s221_SARIMA_0_2_0_0_1_2_12","SARIMA(0,2,0)(0,1,2)[12]",0,2,0,0,1,2,12,2,753.372147255971,0.000547704403298988,4988.30137162674,3966.27377144345,FALSE,""
"tlb_s369_SARIMA_2_2_1_0_1_0_12","SARIMA(2,2,1)(0,1,0)[12]",2,2,1,0,1,0,12,3,746.445157860337,0.0119069523520425,5023.8308677372,4501.5438228634,FALSE,""
"tlb_s385_SARIMA_2_2_2_0_1_0_12","SARIMA(2,2,2)(0,1,0)[12]",2,2,2,0,1,0,12,4,748.445183236268,0.00788481493601434,5026.26832950017,4503.41716257825,FALSE,""
"tlb_s417_SARIMA_3_2_1_0_1_0_12","SARIMA(3,2,1)(0,1,0)[12]",3,2,1,0,1,0,12,4,748.445119017861,0.00788990932993316,5026.50373180293,4503.59669207715,FALSE,""
"tlb_s217_SARIMA_3_1_3_0_1_0_12","SARIMA(3,1,3)(0,1,0)[12]",3,1,3,0,1,0,12,6,753.796180831655,0.387131177486595,5051.20823531438,4500.17044089313,FALSE,""
"tlb_s107_SARIMA_1_1_2_0_1_0_12","SARIMA(1,1,2)(0,1,0)[12]",1,1,2,0,1,0,12,3,757.947750163949,0.060566396016957,5082.2680611705,4554.91170305233,FALSE,""
"tlb_s273_SARIMA_0_2_3_0_1_0_12","SARIMA(0,2,3)(0,1,0)[12]",0,2,3,0,1,0,12,3,750.220728877515,0.0127087752636121,5084.13054761446,4516.85695237613,FALSE,""
"tlb_s307_SARIMA_1_2_1_0_1_0_12","SARIMA(1,2,1)(0,1,0)[12]",1,2,1,0,1,0,12,2,747.521344477919,0.0142751037938065,5090.39793290788,4512.18872199354,FALSE,""
"tlb_s255_SARIMA_0_2_2_0_1_0_12","SARIMA(0,2,2)(0,1,0)[12]",0,2,2,0,1,0,12,2,748.238620168979,0.0219208596990508,5095.54174170354,4537.35356464974,FALSE,""
"tlb_s427_SARIMA_3_2_2_0_1_0_12","SARIMA(3,2,2)(0,1,0)[12]",3,2,2,0,1,0,12,5,745.980269269312,0.0326108973646622,5098.8774816064,4572.47101645094,FALSE,""
"tlb_s181_SARIMA_2_1_3_1_1_0_12","SARIMA(2,1,3)(1,1,0)[12]",2,1,3,1,1,0,12,6,751.55262644238,0.63105554787826,5111.29772116902,4462.29467692777,FALSE,""
"tlb_s151_SARIMA_2_1_1_0_1_0_12","SARIMA(2,1,1)(0,1,0)[12]",2,1,1,0,1,0,12,3,758.706999640046,0.0066897540238855,5141.62010719665,4606.02253068309,FALSE,""
"tlb_s1_SARIMA_0_1_0_0_0_1_12","SARIMA(0,1,0)(0,0,1)[12]",0,1,0,0,0,1,12,1,969.445437979255,0.0609261990651023,5143.68215286687,3717.1057511048,FALSE,""
"tlb_s89_SARIMA_1_1_1_0_1_0_12","SARIMA(1,1,1)(0,1,0)[12]",1,1,1,0,1,0,12,2,756.733200219984,0.00972338168197773,5152.31571468318,4614.23103615173,FALSE,""
"tlb_s135_SARIMA_2_1_0_0_1_0_12","SARIMA(2,1,0)(0,1,0)[12]",2,1,0,0,1,0,12,2,756.723732174461,0.0100221371938854,5163.56552883926,4623.02662936822,FALSE,""
"tlb_s32_SARIMA_0_1_1_2_1_0_12","SARIMA(0,1,1)(2,1,0)[12]",0,1,1,2,1,0,12,3,750.164735575654,0.277263579814442,5180.87463509096,3567.50543122328,FALSE,""
