"model_name","model","p","d","q","P","D","Q","period","parameter_count","AIC","LjungBox_p","RMSE","MAE","has_warning","warning_text"
"tlb_s283_SARIMA_0_2_3_2_0_1_12","SARIMA(0,2,3)(2,0,1)[12]",0,2,3,2,0,1,12,6,958.887238642641,0.0432013696691936,2978.89050223155,2605.51776106782,FALSE,""
"tlb_s265_SARIMA_0_2_2_2_0_1_12","SARIMA(0,2,2)(2,0,1)[12]",0,2,2,2,0,1,12,5,956.990241972043,0.0659097494499634,2981.71447305282,2632.11003864394,FALSE,""
"tlb_s379_SARIMA_2_2_1_2_0_1_12","SARIMA(2,2,1)(2,0,1)[12]",2,2,1,2,0,1,12,6,958.671716277855,0.0440533051983566,2999.49933641354,2588.84980640724,FALSE,""
"tlb_s316_SARIMA_1_2_1_2_0_1_12","SARIMA(1,2,1)(2,0,1)[12]",1,2,1,2,0,1,12,5,956.926577287334,0.0687763096167422,3009.67089622816,2632.8310373897,FALSE,""
"tlb_s272_SARIMA_0_2_3_0_0_2_12","SARIMA(0,2,3)(0,0,2)[12]",0,2,3,0,0,2,12,5,957.957883056025,0.0711848311322884,3032.05839004859,2584.41761403495,FALSE,""
"tlb_s12_SARIMA_0_1_0_2_0_1_12","SARIMA(0,1,0)(2,0,1)[12]",0,1,0,2,0,1,12,3,968.907062983513,0.114928767868099,3041.74051516669,2319.92855036344,FALSE,""
"tlb_s254_SARIMA_0_2_2_0_0_2_12","SARIMA(0,2,2)(0,0,2)[12]",0,2,2,0,0,2,12,4,956.147177860889,0.106936548004144,3044.8370206814,2599.6287988756,FALSE,""
"tlb_s278_SARIMA_0_2_3_1_0_2_12","SARIMA(0,2,3)(1,0,2)[12]",0,2,3,1,0,2,12,6,958.822334919534,0.0400116400089316,3046.28601395109,2651.39348664512,FALSE,""
"tlb_s260_SARIMA_0_2_2_1_0_2_12","SARIMA(0,2,2)(1,0,2)[12]",0,2,2,1,0,2,12,5,956.93397940549,0.0628684153733591,3047.81134835444,2683.50222864041,FALSE,""
"tlb_s171_SARIMA_2_1_2_1_0_1_12","SARIMA(2,1,2)(1,0,1)[12]",2,1,2,1,0,1,12,6,973.782760624002,0.104142650106895,3048.75087352348,2300.74591849329,FALSE,""
"tlb_s7_SARIMA_0_1_0_1_0_2_12","SARIMA(0,1,0)(1,0,2)[12]",0,1,0,1,0,2,12,3,968.883965971364,0.111003377387312,3051.28962998097,2334.08026360334,FALSE,""
"tlb_s240_SARIMA_0_2_1_1_0_0_12","SARIMA(0,2,1)(1,0,0)[12]",0,2,1,1,0,0,12,2,953.895309421488,0.0299381930351421,3051.70072016194,2563.33155747419,FALSE,""
"tlb_s328_SARIMA_1_2_2_1_0_2_12","SARIMA(1,2,2)(1,0,2)[12]",1,2,2,1,0,2,12,6,958.670889767181,0.0285679620178413,3057.36455402912,2420.18265741417,FALSE,""
"tlb_s312_SARIMA_1_2_1_1_0_2_12","SARIMA(1,2,1)(1,0,2)[12]",1,2,1,1,0,2,12,5,956.812163356218,0.0635615915043989,3070.92318075025,2693.10648531146,FALSE,""
"tlb_s117_SARIMA_1_1_2_2_0_1_12","SARIMA(1,1,2)(2,0,1)[12]",1,1,2,2,0,1,12,6,973.782918392545,0.0794064409454631,3085.50109721915,2454.79540140848,FALSE,""
"tlb_s368_SARIMA_2_2_1_0_0_2_12","SARIMA(2,2,1)(0,0,2)[12]",2,2,1,0,0,2,12,5,957.626940200458,0.074352109494779,3086.18380313174,2633.76446493508,FALSE,""
"tlb_s16_SARIMA_0_1_0_2_1_2_12","SARIMA(0,1,0)(2,1,2)[12]",0,1,0,2,1,2,12,4,752.427688098576,0.0490025130675492,3093.19942143623,2757.69350583485,FALSE,""
"tlb_s52_SARIMA_0_1_2_2_1_2_12","SARIMA(0,1,2)(2,1,2)[12]",0,1,2,2,1,2,12,6,754.173164700036,0.0274658615331812,3094.02007934817,2703.51296979453,FALSE,""
"tlb_s338_SARIMA_1_2_3_0_0_2_12","SARIMA(1,2,3)(0,0,2)[12]",1,2,3,0,0,2,12,6,959.911673656211,0.0617973612925783,3095.7382805582,2650.66759907194,FALSE,""
"tlb_s24_SARIMA_0_1_1_1_0_1_12","SARIMA(0,1,1)(1,0,1)[12]",0,1,1,1,0,1,12,3,968.56150121376,0.175453653144732,3096.28076511548,2322.51811144584,FALSE,""
"tlb_s186_SARIMA_3_1_0_0_1_1_12","SARIMA(3,1,0)(0,1,1)[12]",3,1,0,0,1,1,12,4,751.815689878319,0.101870799308794,3100.20785007199,2802.49343015225,FALSE,""
"tlb_s30_SARIMA_0_1_1_2_0_1_12","SARIMA(0,1,1)(2,0,1)[12]",0,1,1,2,0,1,12,4,970.274002413301,0.116936616866168,3125.65647262312,2445.67765919098,FALSE,""
"tlb_s48_SARIMA_0_1_2_2_0_1_12","SARIMA(0,1,2)(2,0,1)[12]",0,1,2,2,0,1,12,5,972.217365285456,0.0854040024132632,3150.09304098234,2442.09180668481,FALSE,""
"tlb_s242_SARIMA_0_2_1_1_0_2_12","SARIMA(0,2,1)(1,0,2)[12]",0,2,1,1,0,2,12,4,955.775565639147,0.0571547806176245,3152.33457717428,2398.13133046685,FALSE,""
"tlb_s189_SARIMA_3_1_0_1_0_1_12","SARIMA(3,1,0)(1,0,1)[12]",3,1,0,1,0,1,12,5,971.555181269866,0.113911434513576,3155.83595471584,2265.11706067623,FALSE,""
"tlb_s306_SARIMA_1_2_1_0_0_2_12","SARIMA(1,2,1)(0,0,2)[12]",1,2,1,0,0,2,12,4,955.912686249889,0.111705927734646,3162.34228456992,2711.20814264484,FALSE,""
"tlb_s82_SARIMA_1_1_0_2_0_1_12","SARIMA(1,1,0)(2,0,1)[12]",1,1,0,2,0,1,12,4,970.228218187891,0.118987019338387,3174.15222978407,2465.04048814832,FALSE,""
"tlb_s247_SARIMA_0_2_1_2_0_1_12","SARIMA(0,2,1)(2,0,1)[12]",0,2,1,2,0,1,12,4,955.790969606078,0.05936678040037,3175.46555198493,2401.73430700345,FALSE,""
"tlb_s25_SARIMA_0_1_1_1_0_2_12","SARIMA(0,1,1)(1,0,2)[12]",0,1,1,1,0,2,12,4,970.213306437681,0.110851859309245,3180.42148232489,2497.3133631867,FALSE,""
"tlb_s145_SARIMA_2_1_0_2_0_1_12","SARIMA(2,1,0)(2,0,1)[12]",2,1,0,2,0,1,12,5,972.081702537693,0.0899691448733372,3181.46623190997,2456.39431908031,FALSE,""
"tlb_s99_SARIMA_1_1_1_2_0_1_12","SARIMA(1,1,1)(2,0,1)[12]",1,1,1,2,0,1,12,5,972.014751633544,0.0888364043371612,3183.70806316637,2438.95165058493,FALSE,""
"tlb_s195_SARIMA_3_1_0_2_0_1_12","SARIMA(3,1,0)(2,0,1)[12]",3,1,0,2,0,1,12,6,973.301751084338,0.0612694338770307,3186.22971522284,2365.13361853554,FALSE,""
"tlb_s241_SARIMA_0_2_1_1_0_1_12","SARIMA(0,2,1)(1,0,1)[12]",0,2,1,1,0,1,12,3,953.861197236513,0.102193595935859,3191.13273286081,2342.93296840127,FALSE,""
"tlb_s3_SARIMA_0_1_0_0_1_1_12","SARIMA(0,1,0)(0,1,1)[12]",0,1,0,0,1,1,12,1,748.178341049711,0.152375743980649,3194.18488138732,2899.58664906338,FALSE,""
"tlb_s326_SARIMA_1_2_2_1_0_0_12","SARIMA(1,2,2)(1,0,0)[12]",1,2,2,1,0,0,12,4,956.366931690471,0.0538444016288026,3194.84175795701,2711.92180961904,FALSE,""
"tlb_s258_SARIMA_0_2_2_1_0_0_12","SARIMA(0,2,2)(1,0,0)[12]",0,2,2,1,0,0,12,3,954.343667073669,0.0866425486146207,3195.42025996116,2696.99228090445,FALSE,""
"tlb_s276_SARIMA_0_2_3_1_0_0_12","SARIMA(0,2,3)(1,0,0)[12]",0,2,3,1,0,0,12,4,956.099125485192,0.0551991989936155,3199.14796972354,2655.01470011052,FALSE,""
"tlb_s77_SARIMA_1_1_0_1_0_2_12","SARIMA(1,1,0)(1,0,2)[12]",1,1,0,1,0,2,12,4,970.145518846795,0.113620730764161,3206.78260198657,2513.53714530408,FALSE,""
"tlb_s9_SARIMA_0_1_0_1_1_1_12","SARIMA(0,1,0)(1,1,1)[12]",0,1,0,1,1,1,12,2,750.177580043629,0.116909901107334,3210.15763351258,2914.73190327335,FALSE,""
"tlb_s43_SARIMA_0_1_2_1_0_2_12","SARIMA(0,1,2)(1,0,2)[12]",0,1,2,1,0,2,12,5,972.153382460982,0.0803762291258581,3213.13177102446,2500.7553216752,FALSE,""
"tlb_s342_SARIMA_1_2_3_1_0_0_12","SARIMA(1,2,3)(1,0,0)[12]",1,2,3,1,0,0,12,5,958.116855503583,0.048267610953365,3215.10996755073,2722.41051795947,FALSE,""
"tlb_s310_SARIMA_1_2_1_1_0_0_12","SARIMA(1,2,1)(1,0,0)[12]",1,2,1,1,0,0,12,3,954.0626048406,0.0979485733237633,3215.96249299621,2692.08944828834,FALSE,""
"tlb_s34_SARIMA_0_1_1_2_1_2_12","SARIMA(0,1,1)(2,1,2)[12]",0,1,1,2,1,2,12,5,752.273368413277,0.0243689704892244,3215.995291992,2842.45581147751,FALSE,""
"tlb_s266_SARIMA_0_2_2_2_0_2_12","SARIMA(0,2,2)(2,0,2)[12]",0,2,2,2,0,2,12,6,958.832339051943,0.0409891176050718,3218.93671969845,2684.85876110621,FALSE,""
"tlb_s76_SARIMA_1_1_0_1_0_1_12","SARIMA(1,1,0)(1,0,1)[12]",1,1,0,1,0,1,12,3,968.531127970558,0.177770082635809,3219.36281949772,2380.91851116206,FALSE,""
"tlb_s4_SARIMA_0_1_0_0_1_2_12","SARIMA(0,1,0)(0,1,2)[12]",0,1,0,0,1,2,12,2,750.177081212497,0.11610226287065,3220.63794574469,2924.64115219637,FALSE,""
"tlb_s42_SARIMA_0_1_2_1_0_1_12","SARIMA(0,1,2)(1,0,1)[12]",0,1,2,1,0,1,12,4,970.533256514298,0.134940070896516,3229.18427154093,2375.57037791643,FALSE,""
"tlb_s90_SARIMA_1_1_1_0_1_1_12","SARIMA(1,1,1)(0,1,1)[12]",1,1,1,0,1,1,12,3,750.232736135915,0.121244834404485,3236.74414029045,2945.06569790581,FALSE,""
"tlb_s388_SARIMA_2_2_2_1_0_0_12","SARIMA(2,2,2)(1,0,0)[12]",2,2,2,1,0,0,12,5,957.877077824668,0.0604578452270786,3236.74756225363,2727.55771502444,FALSE,""
"tlb_s152_SARIMA_2_1_1_0_1_1_12","SARIMA(2,1,1)(0,1,1)[12]",2,1,1,0,1,1,12,4,752.229888299583,0.0942283759140611,3237.73531418592,2945.6440068105,FALSE,""
"tlb_s108_SARIMA_1_1_2_0_1_1_12","SARIMA(1,1,2)(0,1,1)[12]",1,1,2,0,1,1,12,4,752.215999397817,0.110600456822426,3241.12208515241,2947.08029862246,FALSE,""
"tlb_s190_SARIMA_3_1_0_1_0_2_12","SARIMA(3,1,0)(1,0,2)[12]",3,1,0,1,0,2,12,6,973.257244985478,0.0558548726957524,3241.33029143863,2402.38446392941,FALSE,""
"tlb_s384_SARIMA_2_2_2_0_0_2_12","SARIMA(2,2,2)(0,0,2)[12]",2,2,2,0,0,2,12,6,959.723554363489,0.0684458191799784,3250.34422203635,2794.37145991367,FALSE,""
"tlb_s205_SARIMA_3_1_1_1_0_1_12","SARIMA(3,1,1)(1,0,1)[12]",3,1,1,1,0,1,12,6,972.313729189097,0.121322475551969,3251.18344775523,2382.11960621913,FALSE,""
"tlb_s2_SARIMA_0_1_0_0_0_2_12","SARIMA(0,1,0)(0,0,2)[12]",0,1,0,0,0,2,12,2,968.848547807746,0.106128016852258,3251.48682951546,2394.25181877885,FALSE,""
"tlb_s156_SARIMA_2_1_1_1_0_2_12","SARIMA(2,1,1)(1,0,2)[12]",2,1,1,1,0,2,12,6,973.924522179959,0.0591715977681923,3253.71590091969,2489.88530097847,FALSE,""
"tlb_s94_SARIMA_1_1_1_1_0_2_12","SARIMA(1,1,1)(1,0,2)[12]",1,1,1,1,0,2,12,5,971.95286049591,0.0829872163578571,3255.51718975749,2490.08941727585,FALSE,""
"tlb_s136_SARIMA_2_1_0_0_1_1_12","SARIMA(2,1,0)(0,1,1)[12]",2,1,0,0,1,1,12,3,750.26677303261,0.118230036150706,3258.88349652959,2965.79737522279,FALSE,""
"tlb_s15_SARIMA_0_1_0_2_1_1_12","SARIMA(0,1,0)(2,1,1)[12]",0,1,0,2,1,1,12,3,750.556597697805,0.104045220443159,3262.64818197849,2811.76306150091,FALSE,""
"tlb_s168_SARIMA_2_1_2_0_1_1_12","SARIMA(2,1,2)(0,1,1)[12]",2,1,2,0,1,1,12,5,751.168908139894,0.110171840895083,3273.98165586503,2979.47435796482,FALSE,""
"tlb_s39_SARIMA_0_1_2_0_1_1_12","SARIMA(0,1,2)(0,1,1)[12]",0,1,2,0,1,1,12,3,750.450959403788,0.0846598836443704,3276.73234165242,2984.83045178389,FALSE,""
"tlb_s155_SARIMA_2_1_1_1_0_1_12","SARIMA(2,1,1)(1,0,1)[12]",2,1,1,1,0,1,12,5,972.332351361227,0.107849922496039,3276.7863288422,2377.1754849225,FALSE,""
"tlb_s21_SARIMA_0_1_1_0_1_1_12","SARIMA(0,1,1)(0,1,1)[12]",0,1,1,0,1,1,12,2,748.453935547426,0.103774902316649,3277.06870041799,2985.6501086288,FALSE,""
"tlb_s73_SARIMA_1_1_0_0_1_1_12","SARIMA(1,1,0)(0,1,1)[12]",1,1,0,0,1,1,12,2,748.346694605499,0.121520111367063,3277.18119555219,2984.51994295426,FALSE,""
"tlb_s396_SARIMA_2_2_3_1_0_0_12","SARIMA(2,2,3)(1,0,0)[12]",2,2,3,1,0,0,12,6,959.303179535488,0.0307530107502788,3292.3119130086,2632.25397576823,FALSE,""
"tlb_s202_SARIMA_3_1_1_0_1_1_12","SARIMA(3,1,1)(0,1,1)[12]",3,1,1,0,1,1,12,5,749.059006892987,0.374450001897819,3293.35813653059,2980.23101242046,FALSE,""
"tlb_s140_SARIMA_2_1_0_1_0_2_12","SARIMA(2,1,0)(1,0,2)[12]",2,1,0,1,0,2,12,5,972.046764522696,0.0845621851472449,3294.86379259201,2519.8760950172,FALSE,""
"tlb_s112_SARIMA_1_1_2_1_0_2_12","SARIMA(1,1,2)(1,0,2)[12]",1,1,2,1,0,2,12,6,973.892563911789,0.0586201229749067,3308.29771505913,2509.01866925405,FALSE,""
"tlb_s192_SARIMA_3_1_0_1_1_1_12","SARIMA(3,1,0)(1,1,1)[12]",3,1,0,1,1,1,12,5,753.645861072079,0.0844604762515645,3337.27238186433,3026.12166901047,FALSE,""
"tlb_s197_SARIMA_3_1_0_2_1_1_12","SARIMA(3,1,0)(2,1,1)[12]",3,1,0,2,1,1,12,6,754.021844447566,0.05593217252501,3384.75530695998,2654.65131130509,FALSE,""
"tlb_s102_SARIMA_1_1_1_2_1_1_12","SARIMA(1,1,1)(2,1,1)[12]",1,1,1,2,1,1,12,5,752.170148919743,0.0730162244566138,3406.60996807805,2799.4884204273,FALSE,""
"tlb_s163_SARIMA_2_1_1_2_1_1_12","SARIMA(2,1,1)(2,1,1)[12]",2,1,1,2,1,1,12,6,754.161524759518,0.0553726589458541,3413.42947932164,2786.59455127452,FALSE,""
"tlb_s93_SARIMA_1_1_1_1_0_1_12","SARIMA(1,1,1)(1,0,1)[12]",1,1,1,1,0,1,12,4,970.346272868829,0.138699819109821,3414.81645654246,2451.96912503122,FALSE,""
"tlb_s119_SARIMA_1_1_2_2_1_1_12","SARIMA(1,1,2)(2,1,1)[12]",1,1,2,2,1,1,12,6,754.107563432184,0.075925593681157,3424.43646215196,2761.67988741729,FALSE,""
"tlb_s51_SARIMA_0_1_2_2_1_1_12","SARIMA(0,1,2)(2,1,1)[12]",0,1,2,2,1,1,12,5,752.424796969236,0.0663260853827879,3426.3089133562,2929.97736447405,FALSE,""
"tlb_s429_SARIMA_3_2_2_1_0_0_12","SARIMA(3,2,2)(1,0,0)[12]",3,2,2,1,0,0,12,6,957.846765754927,0.0143496397403816,3439.56278907572,2567.20917220214,FALSE,""
"tlb_s33_SARIMA_0_1_1_2_1_1_12","SARIMA(0,1,1)(2,1,1)[12]",0,1,1,2,1,1,12,4,750.509050399087,0.0594944697088765,3446.01019438481,3008.66511188645,FALSE,""
"tlb_s431_SARIMA_3_2_3_0_0_0_12","SARIMA(3,2,3)(0,0,0)[12]",3,2,3,0,0,0,12,6,963.130750170527,0.00804004121214352,3449.00462988941,2496.78936832476,FALSE,""
"tlb_s187_SARIMA_3_1_0_0_1_2_12","SARIMA(3,1,0)(0,1,2)[12]",3,1,0,0,1,2,12,5,753.538329293719,0.0851112831128754,3456.53326503438,3131.49487442115,FALSE,""
"tlb_s83_SARIMA_1_1_0_2_0_2_12","SARIMA(1,1,0)(2,0,2)[12]",1,1,0,2,0,2,12,5,972.05683182251,0.0812785824949918,3468.52159505648,2598.12399568207,FALSE,""
"tlb_s139_SARIMA_2_1_0_1_0_1_12","SARIMA(2,1,0)(1,0,1)[12]",2,1,0,1,0,1,12,4,970.420535010205,0.136160335636898,3474.49886756263,2496.1251789337,FALSE,""
"tlb_s10_SARIMA_0_1_0_1_1_2_12","SARIMA(0,1,0)(1,1,2)[12]",0,1,0,1,1,2,12,3,751.914958711305,0.0873128752356478,3474.64814383328,3120.2158593426,FALSE,""
"tlb_s13_SARIMA_0_1_0_2_0_2_12","SARIMA(0,1,0)(2,0,2)[12]",0,1,0,2,0,2,12,4,970.688641260091,0.0751074685021971,3477.35462515358,2515.13645909382,FALSE,""
"tlb_s98_SARIMA_1_1_1_2_0_0_12","SARIMA(1,1,1)(2,0,0)[12]",1,1,1,2,0,0,12,4,970.629044441888,0.121622024446878,3496.00687975785,2503.49800331975,FALSE,""
"tlb_s66_SARIMA_0_1_3_2_0_1_12","SARIMA(0,1,3)(2,0,1)[12]",0,1,3,2,0,1,12,6,971.876059177321,0.158645021267837,3497.71331973333,2610.33080155855,FALSE,""
"tlb_s352_SARIMA_2_2_0_0_1_1_12","SARIMA(2,2,0)(0,1,1)[12]",2,2,0,0,1,1,12,3,745.787576188278,0.0771383001036314,3503.8067187157,2685.38386755936,FALSE,""
"tlb_s116_SARIMA_1_1_2_2_0_0_12","SARIMA(1,1,2)(2,0,0)[12]",1,1,2,2,0,0,12,5,972.548169286854,0.0992605646551284,3514.47543753545,2527.02471490761,FALSE,""
"tlb_s96_SARIMA_1_1_1_1_1_1_12","SARIMA(1,1,1)(1,1,1)[12]",1,1,1,1,1,1,12,4,752.013632270949,0.101129329255978,3514.88941962048,3198.47143105419,FALSE,""
"tlb_s103_SARIMA_1_1_1_2_1_2_12","SARIMA(1,1,1)(2,1,2)[12]",1,1,1,2,1,2,12,6,752.282830893311,0.0404494519236512,3516.92251742873,3141.7142715863,FALSE,""
"tlb_s27_SARIMA_0_1_1_1_1_1_12","SARIMA(0,1,1)(1,1,1)[12]",0,1,1,1,1,1,12,3,750.290209983177,0.0854851827401063,3530.51844192035,3214.57420265588,FALSE,""
"tlb_s45_SARIMA_0_1_2_1_1_1_12","SARIMA(0,1,2)(1,1,1)[12]",0,1,2,1,1,1,12,4,752.283359845315,0.0707193396392152,3531.41110024564,3214.7425951488,FALSE,""
"tlb_s391_SARIMA_2_2_2_1_1_1_12","SARIMA(2,2,2)(1,1,1)[12]",2,2,2,1,1,1,12,6,750.183998898288,0.0011809038774222,3536.83851914851,2756.09738260206,FALSE,""
"tlb_s100_SARIMA_1_1_1_2_0_2_12","SARIMA(1,1,1)(2,0,2)[12]",1,1,1,2,0,2,12,6,973.848231519476,0.0566395902515792,3539.66397694177,2585.50097303975,FALSE,""
"tlb_s114_SARIMA_1_1_2_1_1_1_12","SARIMA(1,1,2)(1,1,1)[12]",1,1,2,1,1,1,12,5,753.971716635481,0.103650289303443,3539.81704901317,3217.63034932835,FALSE,""
"tlb_s142_SARIMA_2_1_0_1_1_1_12","SARIMA(2,1,0)(1,1,1)[12]",2,1,0,1,1,1,12,4,752.04035263154,0.100815918328368,3542.02873265996,3222.4569409956,FALSE,""
"tlb_s111_SARIMA_1_1_2_1_0_1_12","SARIMA(1,1,2)(1,0,1)[12]",1,1,2,1,0,1,12,5,972.283294409715,0.101877331935505,3547.09821052403,2523.5225616581,FALSE,""
"tlb_s161_SARIMA_2_1_1_2_0_1_12","SARIMA(2,1,1)(2,0,1)[12]",2,1,1,2,0,1,12,6,974.192447589635,0.0629319299472045,3548.92445540434,2559.01649663056,FALSE,""
"tlb_s79_SARIMA_1_1_0_1_1_1_12","SARIMA(1,1,0)(1,1,1)[12]",1,1,0,1,1,1,12,3,750.140492043548,0.102973837248959,3558.7957073278,3238.53879822042,FALSE,""
"tlb_s31_SARIMA_0_1_1_2_0_2_12","SARIMA(0,1,1)(2,0,2)[12]",0,1,1,2,0,2,12,5,972.083671834761,0.0800510101398348,3561.86703179147,2625.39508681036,FALSE,""
"tlb_s208_SARIMA_3_1_1_2_0_0_12","SARIMA(3,1,1)(2,0,0)[12]",3,1,1,2,0,0,12,6,972.628452272511,0.0831104765655648,3567.64421177712,2551.9933382655,FALSE,""
"tlb_s11_SARIMA_0_1_0_2_0_0_12","SARIMA(0,1,0)(2,0,0)[12]",0,1,0,2,0,0,12,2,967.830517634804,0.122160453060446,3575.68090726802,2515.97694163069,FALSE,""
"tlb_s29_SARIMA_0_1_1_2_0_0_12","SARIMA(0,1,1)(2,0,0)[12]",0,1,1,2,0,0,12,3,968.90951663277,0.153553683235563,3580.10764965034,2551.38752481252,FALSE,""
"tlb_s174_SARIMA_2_1_2_2_0_0_12","SARIMA(2,1,2)(2,0,0)[12]",2,1,2,2,0,0,12,6,974.095109424614,0.0839611195923765,3592.95219276165,2575.21591044812,FALSE,""
"tlb_s49_SARIMA_0_1_2_2_0_2_12","SARIMA(0,1,2)(2,0,2)[12]",0,1,2,2,0,2,12,6,974.036459883816,0.0560234796211837,3593.98474441618,2624.3551761476,FALSE,""
"tlb_s81_SARIMA_1_1_0_2_0_0_12","SARIMA(1,1,0)(2,0,0)[12]",1,1,0,2,0,0,12,3,968.793509532516,0.161191896061919,3600.6716487753,2572.77288159384,FALSE,""
"tlb_s321_SARIMA_1_2_2_0_0_1_12","SARIMA(1,2,2)(0,0,1)[12]",1,2,2,0,0,1,12,4,959.988713347418,0.0289449611909602,3603.1409518051,2598.58913679696,FALSE,""
"tlb_s61_SARIMA_0_1_3_1_0_2_12","SARIMA(0,1,3)(1,0,2)[12]",0,1,3,1,0,2,12,6,971.829384145415,0.137259155678016,3604.09028052341,2663.92302679111,FALSE,""
"tlb_s47_SARIMA_0_1_2_2_0_0_12","SARIMA(0,1,2)(2,0,0)[12]",0,1,2,2,0,0,12,4,970.799974023162,0.114330310797923,3619.77890536845,2576.85837163343,FALSE,""
"tlb_s193_SARIMA_3_1_0_1_1_2_12","SARIMA(3,1,0)(1,1,2)[12]",3,1,0,1,1,2,12,6,755.179079139166,0.07634541144275,3626.33791091254,3118.90005008026,FALSE,""
"tlb_s296_SARIMA_1_2_0_1_1_1_12","SARIMA(1,2,0)(1,1,1)[12]",1,2,0,1,1,1,12,3,749.415979134347,0.0546101097580795,3629.58668757381,3209.30581398531,FALSE,""
"tlb_s235_SARIMA_0_2_1_0_0_1_12","SARIMA(0,2,1)(0,0,1)[12]",0,2,1,0,0,1,12,2,956.666404041004,0.0327205278658076,3632.25324528917,2541.81351402202,FALSE,""
"tlb_s146_SARIMA_2_1_0_2_0_2_12","SARIMA(2,1,0)(2,0,2)[12]",2,1,0,2,0,2,12,6,973.919430625224,0.0584064413897403,3632.40645099364,2633.8447492106,FALSE,""
"tlb_s377_SARIMA_2_2_1_1_1_2_12","SARIMA(2,2,1)(1,1,2)[12]",2,2,1,1,1,2,12,6,746.625218739386,0.211286492334818,3643.43106751854,3228.58090856511,FALSE,""
"tlb_s144_SARIMA_2_1_0_2_0_0_12","SARIMA(2,1,0)(2,0,0)[12]",2,1,0,2,0,0,12,4,970.59926455273,0.124420174110202,3649.3984025203,2599.47807465718,FALSE,""
"tlb_s91_SARIMA_1_1_1_0_1_2_12","SARIMA(1,1,1)(0,1,2)[12]",1,1,1,0,1,2,12,4,751.864351845523,0.101323265535247,3652.70438587566,3325.76079549255,FALSE,""
"tlb_s153_SARIMA_2_1_1_0_1_2_12","SARIMA(2,1,1)(0,1,2)[12]",2,1,1,0,1,2,12,5,753.856298605706,0.0781674398440937,3654.63087177326,3327.00810668153,FALSE,""
"tlb_s248_SARIMA_0_2_1_2_0_2_12","SARIMA(0,2,1)(2,0,2)[12]",0,2,1,2,0,2,12,5,957.627220095198,0.0356378405850049,3655.44834038152,2633.93320616511,FALSE,""
"tlb_s124_SARIMA_1_1_3_0_1_1_12","SARIMA(1,1,3)(0,1,1)[12]",1,1,3,0,1,1,12,5,748.402415737689,0.536222723618783,3656.71571728044,3306.90062684771,FALSE,""
"tlb_s8_SARIMA_0_1_0_1_1_0_12","SARIMA(0,1,0)(1,1,0)[12]",0,1,0,1,1,0,12,1,754.047405834353,0.0980515813242431,3657.25104383406,3301.39748393492,FALSE,""
"tlb_s173_SARIMA_2_1_2_1_1_1_12","SARIMA(2,1,2)(1,1,1)[12]",2,1,2,1,1,1,12,6,752.827930718228,0.113921115992976,3660.94354137351,3330.38848939373,FALSE,""
"tlb_s234_SARIMA_0_2_1_0_0_0_12","SARIMA(0,2,1)(0,0,0)[12]",0,2,1,0,0,0,12,1,961.388243230239,0.00940722966559115,3663.03466650299,2693.09695867826,FALSE,""
"tlb_s160_SARIMA_2_1_1_2_0_0_12","SARIMA(2,1,1)(2,0,0)[12]",2,1,1,2,0,0,12,5,972.516944971331,0.0918543225719309,3663.57552284235,2598.42269653686,FALSE,""
"tlb_s207_SARIMA_3_1_1_1_1_1_12","SARIMA(3,1,1)(1,1,1)[12]",3,1,1,1,1,1,12,6,750.673349636861,0.339858763151737,3663.98993976308,3321.20900920785,FALSE,""
"tlb_s22_SARIMA_0_1_1_0_1_2_12","SARIMA(0,1,1)(0,1,2)[12]",0,1,1,0,1,2,12,3,750.18275911911,0.0865238108063607,3671.57814608129,3344.29815326968,FALSE,""
"tlb_s194_SARIMA_3_1_0_2_0_0_12","SARIMA(3,1,0)(2,0,0)[12]",3,1,0,2,0,0,12,5,971.921882692262,0.0872396595186644,3675.18045363661,2591.04560781188,FALSE,""
"tlb_s40_SARIMA_0_1_2_0_1_2_12","SARIMA(0,1,2)(0,1,2)[12]",0,1,2,0,1,2,12,4,752.170074547064,0.0740660678737349,3675.40440258571,3347.13987092253,FALSE,""
"tlb_s137_SARIMA_2_1_0_0_1_2_12","SARIMA(2,1,0)(0,1,2)[12]",2,1,0,0,1,2,12,4,751.884635325712,0.102044135751755,3681.740948225,3352.18732785156,FALSE,""
"tlb_s213_SARIMA_3_1_2_0_1_1_12","SARIMA(3,1,2)(0,1,1)[12]",3,1,2,0,1,1,12,6,749.56977415371,0.507502871555383,3684.71880830125,3353.75395846876,FALSE,""
"tlb_s109_SARIMA_1_1_2_0_1_2_12","SARIMA(1,1,2)(0,1,2)[12]",1,1,2,0,1,2,12,5,753.794199176453,0.114023201112048,3686.14351144831,3350.87896715219,FALSE,""
"tlb_s317_SARIMA_1_2_1_2_0_2_12","SARIMA(1,2,1)(2,0,2)[12]",1,2,1,2,0,2,12,6,959.396495542085,0.050273465038427,3689.2574307234,2702.03166325091,FALSE,""
"tlb_s158_SARIMA_2_1_1_1_1_1_12","SARIMA(2,1,1)(1,1,1)[12]",2,1,1,1,1,1,12,5,751.25816994054,0.123001509975125,3690.82393589086,3356.42228873634,FALSE,""
"tlb_s130_SARIMA_1_1_3_2_0_0_12","SARIMA(1,1,3)(2,0,0)[12]",1,1,3,2,0,0,12,6,971.602087106772,0.183697000638523,3709.46504862568,2675.89775299134,FALSE,""
