year,actual,predicted
2013,1.19,1.2584750652313232
2014,1.25,1.2584750652313232
2015,1.24,1.2584750652313232
2016,1.2,1.2584750652313232
2017,1.16,1.2584750652313232
2018,1.14,1.2584750652313232
2019,1.14,1.2584750652313232
2020,1.1,1.2584750652313232
2021,1.12,1.2584750652313232
2022,1.04,1.2584750652313232
2023,0.97,1.2584750652313232
2024,0.97,1.2584750652313232
2025,0.87,1.2584750652313232
